Date	Month	"HH ID"	coll_counts.hse	coll_counts.room	"Trap ID"	Grid	"UTM X"	"UTM Y"	"Coll Method"	"Trap location"	"Roof Type"	"House eave"	"Fire burn last night"	"# ITN in room"	"#p Sleeping in room"	"#p under ITN in room"	"Time collected"	"Collection form-data entry.data comments"	"#fem An#"	"#bl An#"	"#male An#"	"Total An#"	"#fem Culicines"	"#male Culicines"	"Total Culicines"	"Total Mosquitoes"	"Counts form - data entry.data comments"	fun	gamb	cous	othersp	missspec	"total anoph"	funfem	gamfem	cousfem	otherfem	missfem	gammale	funmale	cousmale	othermale	missmale	funbld	gambld	funpcr	gampcr	leespcr	longpcr	nofragpcr	spzpos
"26/08/2013 00:00"	13-08	203826	1	1	2038261141512	32C17	690792	8970159	CDC	indoor	thatch	open	no	0	10	0	0.24305555556		0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26/08/2013 00:00"	13-08	203881	1	1	2038811141512	30C10	696104	8967617	CDC	indoor	thatch	open	no	1	2	2	0.31944444444		41	1	0	41	0	0	0	41		41	0	0	0	0	41	41	0	0	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0
"26/08/2013 00:00"	13-08	203900	1	1	2039001141512	30C10	696068	8967365	CDC	indoor	thatch	open	no	0	8	0	0.30555555556		16	3	2	18	0	0	0	18		17	0	0	0	0	17	16	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
"26/08/2013 00:00"	13-08	204215	1	1	2042151141512	35C6	692019	8972088	CDC	indoor	thatch	open	no	1	4	4	0.26388888889		0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26/08/2013 00:00"	13-08	204358	1	1	2043581141512	35C6	692086	8972312	CDC	indoor	thatch	open	no	1	5	3	0.26041666667		0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26/08/2013 00:00"	13-08	204497	1	1	2044971141512	35C6	692558	8972089	CDC	indoor	thatch	open	no	1	7	3	0.25694444444		0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26/08/2013 00:00"	13-08	205342	1	1	2053421141512	35C6	690700	8970461	CDC	indoor	thatch	open	yes	2	9	7	0.25		0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"27/08/2013 00:00"	13-08	203026	1	1	2030261141513	34C10	695759	8971118	CDC	indoor	thatch	open	no	2	7	7	0.29166666667		17	0	0	17	0	0	0	17		17	0	0	0	0	17	17	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
"27/08/2013 00:00"	13-08	203576	1	1	2035761141513	36C7	692882	8973233	CDC	indoor	thatch	open	yes	1	5	5	0.34027777778		16	3	0	16	0	0	0	16		16	0	0	0	0	16	16	0	0	0	0	0	0	0	0	0	3	0	15	0	0	0	0	0
"27/08/2013 00:00"	13-08	203801	1	1	2038011141513	32C17	703303	8969474	CDC	indoor	thatch	open	no	1	4	2	0.31944444444		0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"27/08/2013 00:00"	13-08	205039	1	1	2050391141513	33C5	691005	8970194	CDC	indoor	metal	closed	no	0	7	0	0.25694444444		0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"27/08/2013 00:00"	13-08	205220	1	1	2052201141513	33C5	691086	8970595	CDC	indoor	metal	closed	no	0	5	0	0.24583333333		0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
