Date	"HH ID"	Hse	Room	"Trap ID"	Grid	"UTM X"	"UTM Y"	"Coll Method"	"Trap location"	"Roof Type"	"House eave"	"Fire burn last night"	"# ITN"	"#p Slept "	"#p under ITN "	"data comments"
21-Aug-13	204530	1	1	2045301141507	35C6	692367	8972554	CDC	indoor	thatch	open	no	0	5	0
25-Aug-13	203919	1	1	2039191141511	25C17	702926	8962964	CDC	indoor	thatch	open	no	1	2	1
25-Aug-13	203925	1	1	2039251141511	25C17	702859	8962936	CDC	indoor	thatch	open	no	1	5	4
25-Aug-13	203956	1	1	2039561141511	27C11	697483	8964765	CDC	indoor	thatch	open	no	1	3	3
25-Aug-13	203978	1	1	2039781141511	27c11	697602	8964584	CDC	indoor	thatch	open		2	5	2
25-Aug-13	204075	1	1	2040751141511	25C5	690670	8962803	CDC	indoor	thatch	open	no	1	1	1
25-Aug-13	204095	1	1	2040951141511	25C5	690766	8962607	CDC	indoor	thatch	open	no	1	4	2
25-Aug-13	204821	1	1	2048211141511	33C5	691364	8970578	CDC	indoor	thatch	open	yes	2	4	2
26-Aug-13	203826	1	1	2038261141512	32C17	690792	8970159	CDC	indoor	thatch	open	no	0	9	0
26-Aug-13	203881	1	1	2038811141512	30C10	696104	8967617	CDC	indoor	thatch	open	no	1	1	1
26-Aug-13	203900	1	1	2039001141512	30C10	696068	8967365	CDC	indoor	thatch	open	no	0	7	0
26-Aug-13	204215	1	1	2042151141512	35C6	692019	8972088	CDC	indoor	thatch	open	no	1	3	3
26-Aug-13	204358	1	1	2043581141512	35C6	692086	8972312	CDC	indoor	thatch	open	no	1	4	2
26-Aug-13	204497	1	1	2044971141512	35C6	692558	8972089	CDC	indoor	thatch	open	no	1	6	2
26-Aug-13	205342	1	1	2053421141512	35C6	690700	8970461	CDC	indoor	thatch	open	yes	2	8	6
27-Aug-13	203026	1	1	2030261141513	34C10	695759	8971118	CDC	indoor	thatch	open	no	2	6	6
27-Aug-13	203576	1	1	2035761141513	36C7	692882	8973233	CDC	indoor	thatch	open	yes	1	4	4
27-Aug-13	203801	1	1	2038011141513	32C17	703303	8969474	CDC	indoor	thatch	open	no	1	3	1
27-Aug-13	205039	1	1	2050391141513	33C5	691005	8970194	CDC	indoor	metal	closed	no	0	6	0
27-Aug-13	205220	1	1	2052201141513	33C5	691086	8970595	CDC	indoor	metal	closed	no	0	4	0
